tagName,Count,Excerpt
"charity","4",""
"situational-ethics","4",""
"intellectual-property","4",""
"critque-of-judgment","4","Critique of the Power of Judgment was Kant's 3rd critique describing aesthetics and their relation to the former two critiques: The Critique of Pure Reason and the Critique of Practical Reason."
"vedanta","4","Vedanta refers to the Indian Philosophy largely based upon commentaries on three principal scriptures of Bhagavad gītā, Brahma Sūtrās and The Canonical Upanishads."
"saussure","4",""
"euthanasia","4","the practice of ending a life unnaturally, usually (but not necessarily) to relieve pain and suffering."
"cognition","4",""
"mysticism","4",""
"hartshorne","4","Charles Hartshorne (1897-2000) was an American philosopher associated with Whitehead and Peirce. He taught at the University of Chicago, Emory University and the University of Texas. He provided a modal argument for the existence of God based on Anselm's ontological argument. He is associated with process philosophy and theology."
"ivan-illich","4","Ivan Illich (1926-2002) was a Croatian-Austrian philosopher. He criticized the institutions of modern society. He was the founder of the Centro Intercultural de Documentación (CIDOC) in Cuernavaca, Mexico."
"carnap","4","Rudolf Carnap (1891-1970) was a German philosopher who moved to the United States. He was a member of the Vienna Circle. He advocated logical positivism. "
"dummett","4","Sir Michael Anthony Eardley Dummett (1925 – 2011) was a British philosopher at Oxford. He contributed to the philosophies of mathematics, logic, language and metaphysics. He helped develop  the Gödel-Dummett intermediate logic between intuitionist and classical logics."
"value-theory","4",""
"totalitarianism","4",""
"objects","4",""
"experiment","3",""
"categorization","3",""
"analysis","3",""
"gender","3",""
"communism","3",""
"personalism","3","Use this tag for questions about the person as a fundamental notion or for philosophers who take such views.  The focus would likely be on practical and ethical issues. Personalists include Borden Parker Browne, Emmanuel Mounier, Jacques Maritain, Yves Simon, Étienne Gilson, Robert Spaemann, Karol Wojtyła, Gabriel Marcel, and Paul Ricoeur.
"
"polanyi","3","Michael Polanyi (1891-1976) was a Hungarian-British scientist and philosopher.  He opposed a positivist account of science and advocated that there are several levels to reality. He distinguished between tacit and explicit knowledge."
"communication","3",""
"paradigm","3",""
"kalam-cosmological-argument","3",""
"free-logic","3","For questions about logic that do not require the objects in the domain of quantification to ""exist"".  The adjective ""free"" is used in contrast to the adjective ""classical""."
"grounding","3",""
"jung","3",""
"veganism","3",""
"meta","3",""
"philosophy-of-political-science","3",""
"counterfactuals","3",""
"pragmatics","3",""
"lucretious","3",""
"upanishad","3",""
"mctaggert","3",""
"feuerbach","3",""
"benjamin","3","Walter Benjamin (1892 – 1940) was a German philosopher and cultural critic. His best known works include ""The Task of the Translator"" (1923), ""The Work of Art in the Age of Mechanical Reproduction"" (1936) and ""Theses on the Philosophy of History"" (1940)."
"ship-of-theseus","3","The Ship of Theseus is a thought experiment. If an individual plank is removed and replaced from a ship until the ship has none of the original planks is it the same ship? If the planks removed from the first ship are used to make a new ship is the new ship now the same as the old? The paradox has been discussed throughout history by various philosophers."
"nagarjuna","3",""
"holderlin","3",""
"chomsky","3",""
"axiology","3",""
"prediction","3",""
"the-prince","3",""
"latour","3",""
"untagged","3","This is a special tag that is designed to be used only by the system for questions that have had all of their other tags removed. Do not add this tag to existing questions, it is reserved for use by the system to identify posts with no valid tags."
"bostrom","3","Questions related to the works of the Swedish philosopher Nick Bostrom (born 1973)."
"laruelle","2",""
"fundamental-entities","2",""
"attitude","2",""
"artifact","2","An artifact may be defined as an object that has been intentionally made or produced for a certain purpose."
"cassirer","2","Questions related to the German philosopher Ernst Cassirer (1874 - 1945), who was an advocate of philosophical idealism."
"xunzi","2",""
"poincare","2",""
"tao","2",""
"charles-taylor","2",""
"bayesian","2","Bayesian  reasoning is a probabilistic approach to inductive and abductive reasoning, based on Bayes' rule, that posits when one event implies a second event is likely, that given the second event occurring, that increases the likelihood of the first event."
"verificationism","2",""
"ressources","2",""
"theory-of-mind","2",""
"principle-of-sufficient-reason","2",""
"guilt","2",""
"graduate-school","2",""
"emotional-bias","2",""
"gabriel-marcel","2","Gabriel Marcel (1889—1973)  was a French philosopher. He is associated with Paul Ricoeur and Jacques Maritain and negatively associated with Jean-Paul Sartre."
"foundations","2",""
"internet","2",""
"prolog","2",""
"naive-realism","2",""
"abduction","2",""
"native-american-philosophy","2",""
"falsification","2",""
"celibacy","2",""
"suarez","2",""
"augustine","2",""
"ricoeur","2","Paul Ricœur (1913 – 2005) was a French philosopher associated with the use of phenomenological methods with hermeneutics."
"finitism","1","Finitism is a position in the philosophy of mathematics that only finite mathematical objects exist."
"tarski","1","For questions related to the logician Alfred Tarski (1901-1983)."
"holism","1","The body is more than the sum of its organs, life is more than a succession of experiences, the federation is greater than a cooperation of states. These ideas, and more (pun intended), are various flavors of Holism. Use this tag when the parts of a system should be considered a whole, or when synergy is a primary concern."
"metalogic","1",""
"dogmatism","1",""
"justification","1",""
"philosophy-of-zionism","1",""
"negation","1",""
"kristeva","1",""
"sources","1",""
"shoemaker","1",""
"principle-of-double-effect","1",""
"pseudoscience","1",""
"procreation","1",""
"spanish-philosophy","1",""
"ortega-y-gasset","1",""
"grice","1",""
"syntax","1",""
"bullshit","1",""
"medieval","1",""
"dunsscotus","1",""
"ethnology","1",""
"paper","1",""
"transcendent","1",""
"decision-theory","1",""
"rational-choice","1",""
"klein","1",""
"survival","1",""
"oedipus","1",""
"burke","1","Edmund Burke (1730 – 1797) was an Anglo-Irish statesman, political theorist and philosopher. His writings include 'A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful' (1757) and 'Reflections on the Revolution in France' (1790)."
"korsgaard","1","Christine M. Korsgaard (*1952) is an American moral philosopher."
