tagName,Count,Excerpt
"benchmarking","18","Questions about methods for empirically investigating cost measures of algorithms and data structures."
"empirical-research","17","Questions about methods that empirically measure the quality of computer science models and techniques when applied to real-world scenarios."
"hypercomputation","17","For questions about models of computation that can compute functions that Turing machines cannot. Often, these models are able to solve the halting problem. "
"hamming-distance","17",""
"fixed-point","17",""
"philosophy","17",""
"graphical-models","17",""
"space-partitioning","17",""
"splay-trees","17",""
"lisp","17",""
"partition-problem","17",""
"ontologies","17",""
"agent-based-computing","17",""
"mathematical-software","17",""
"testing","16",""
"robotics","16",""
"predicate-logic","16",""
"tcp","16",""
"red-black-trees","16",""
"chernoff-bounds","16","questions about concentration inequalities for sum of independent random variables, martingales, and their applications"
"karnaugh-map","15",""
"caching","15",""
"blockchain","15",""
"coinduction","15",""
"attribute-grammars","15",""
"experimental-analysis","15",""
"incompleteness","15",""
"transition-systems","15",""
"design-patterns","15",""
"logical-validity","15",""
"modal-logic","15",""
"user-interface","15",""
"continuations","15",""
"suffix-array","15",""
"recommendation-systems","15","Questions about techniques that infer valid or preferred options from existing data with the goal to make helpful suggestions automatically."
"finite-model-theory","15",""
"computer-vs-human","14",""
"tree-grammars","14",""
"shared-memory","14",""
"longest-common-substring","14",""
"rolling-hash","14",""
"critical-section","14",""
"exact-string-matching","14",""
"byzantine","14",""
"connected-components","14",""
"bdd","14","Questions related to binary decision diagrams."
"mapreduce","13",""
"kernel-functions","13","Questions about the similarity functions used in machine learning to compare inputs in implicit higher-dimensional feature spaces."
"prims-algorithm","13","Prim's algorithm is a greedy algorithm which forms minimum spanning tree for the given graph. During execution, Prim's algorithm grows single tree by adding edges to it, unlike Kruskal's algorithm in which there can be multiple minimum spanning trees during execution."
"oracles","13",""
"applications","13",""
"types","13",""
"message-passing","13",""
"queueing-theory","13",""
"authentication","13",""
"sequential-circuit","13",""
"expanders","12",""
"duality","12",""
"speech-recognition","12",""
"calculus-of-constructions","12",""
"dfa","12",""
"quadratic-programming","12",""
"pi-calculus","12","The pi-calculus is a model of concurrency in terms of communication over channels. It allows channel names to be exchanged over channel and thus permits changing network configurations."
"a-star-search","12",""
"towers-of-hanoi","12",""
"breadth-first-search","11",""
"integer-partitions","11","Partitions of an integer n are different ways of writing n as sum of smaller integers."
"in-place","11","When something happens with only a constant amount of extra space, it is said to happen in-place."
"agda","11",""
"recursion-theory","11",""
"reversible-computing","11",""
"factorial","11",""
"mu-calculus","11",""
"api-design","11",""
"computable-analysis","11","computability and complexity in real or complex analysis"
"facial-recognition","10",""
"access-control","10",""
"human-computing","10",""
"peer-to-peer","10",""
"bayesian-network","10",""
"matroids","10",""
"domain-specific-languages","10",""
"theory","10",""
"definitions","10",""
"church-numerals","10","Church numerals are an encoding of integers in the lambda calculus"
"topological-ordering","9",""
"higher-order-logic","9","Questions about higher-order logic, that is logic that allows arbitrary quantification, e.g. over sets of functions."
"fast-fourier-transform","9","Fast Fourier transformation computes discrete Fourier transformation efficiently. It is used in many areas including fast polynomial multiplication, signal processing and computing sequence convolutions efficiently."
"filtering-problem","9",""
"program-synthesis","9",""
"mu-recursion","9",""
"decomposition","9",""
"np-intermediate","9",""
"graph-drawing","9",""
"constant-time","9",""
"turing-test","9",""
"approximation-algorithms","9",""
"small-step-semantics","9",""
"meta-programming","9","Meta-programming is the writing of programs with the ability to treat programs as their data."
"transitivity","8",""
"succinct-data-structures","8",""
"relational-calculus","8",""
"functional-dependencies","8",""
"digital-image-processing","8",""
"ip","8",""
"ocr","8","Optical character recognition"
"doubly-connected-edge-list","7","A doubly-connected edge list (DCEL) is an edge-centered data structure capable of maintaining incidence information of vertices, edges and faces, for example for planar maps."
"semaphore","7",""
"tree-automata","7","Tree automata work on finite or infinite trees.
They generalize word automata (Finite, Buchi, Rabin, Streett, Muller, etc.)."
"cubical-type-theory","7","Cubical type theory is a version of homotopy type theory in which univalence is not just an axiom but a theorem, hence, since this is constructive, has “computational content”. Cubical type theory models the infinity-groupoid-structure implied by Martin-Löf identity types on constructive cubical sets, whence the name."
"tuple-relational-calculus","7",""
"natural-deduction","7",""
"expert-systems","7",""
"fuzzy-logic","7",""
"sketching","7",""
"reliability","7",""
"lempel-ziv","7",""
"power-consumption","7",""
"shift-register","7",""
"hci","7","Questions about human computer interaction."
"structured-data","6",""
"voting","6",""
"balls-and-bins","6",""
"datalog","6",""
"bio-inspired-computing","6",""
"database-concurrency","6",""
"dbms","6",""
"matrix-multiplication","6",""
"answer-set-programming","6","ASP (Answer Set Programming) is a form of declarative programming oriented towards NP-hard search problems"
"van-emde-boas-trees","5",""
"maze","5",""
"derivation","5",""
"page-replacement","5",""
"ccs","5","CCS (Calculus of Communicating Systems) is a process calculus, one of the major models of concurrency, intended for modeling communications between two participants"
"isabelle","5","Isabelle is an interactive theorem prover, mostly used as Isabelle/HOL which is based on higer-order logic"
"symbolic-execution","5",""
"generating-functions","5",""
"tail-recursion","5",""
"tape-complexity","5",""
"digital-preservation","5","Questions that address the challenges of storing data in digital form such that they remain accessible in the future."
"boltzmann-machine","4",""
"integrity","4",""
"check-my-algorithm","4",""
"reflection","4",""
"subtree","4",""
"case-based-reasoning","4",""
"digital-curve","4",""
"memory-hierarchy","4",""
"omega-automata","4",""
"pareto","4",""
"optimal-strategy","4","Finding an optimal strategy is common in games, where given a set of players the goal is to maximize the points of some fixed player. It is also common in resources allocation."
"minmax-algorithm","4",""
"probabilistic-turing-machines","4",""
"treewidth","4",""
"proof-of-work","4","Proof-of-work is a system where one can show an easily verifiable witness that they computed some amount of work, useful or not."
"introductory-lesson","3",""
"disjoint-sets","3",""
"summation","3",""
"diophantine-equation","3",""
"simulated-annealing","3",""
"constraint-handling-rules","3",""
"minimax","3",""
"programming-contest","3",""
"gaussian-noise","3",""
"competitive-ratio","3",""
"randomized","3",""
"b-method","3",""
"computational-complexity","3",""
"precedence-graph","3","A precedence graph or conflict graph or serializability graph is a graph of conflicts between transactions in a database."
"nc","3",""
"game-semantics","3",""
"stack-inspection","2",""
"complexity","2",""
"sat","2",""
"adversary","2",""
"bit-blasting","2",""
"maxsat","2",""
"open-problem","2",""
"pedagogy","2",""
"junction-tree","2",""
"simplex","2",""
"abstract-interpretation","2",""
"directed-graphs","2",""
"path","2",""
"crossing-number","2","Questions on crossing numbers of graphs. A crossing number of a graph is the lowest number of edge crossings of a plane drawing of the graph in question."
"epistemology","2","For questions about epistemology in the context of computer science - what knowledge is, and how we arrive at it."
"tlaplus","2","TLA+ (tlaplus) is a formal specification language developed by Leslie Lamport. TLA stands for ""Temporal Logic of Actions."""
"fine-grained-analysis","2","Analyzing the asymptotic complexity of problems already known to be polynomial time solvable. Often, conditional lower bounds are used to show that a specific algorithm is asymptotically optimal."
"z-notation","1","The Z notation is a formal language for modelling computer systems."
"higher-inductive-types","1","Higher inductive types (HITs) are a generalization of inductive types which allow the constructors to produce, not just points of the type being defined, but also elements of its iterated identity types."
"fstar","1","F* (pronounced F star) is a general-purpose functional programming language with effects aimed at program verification."
"hierarchical-temporal-memory","1","Hierarchical Temporal Memory (HTM) is a machine intelligence model strictly based on neuroscience and the physiology and interaction of pyramidal neurons in the neocortex of the mammalian (in particular, human) brain."
"string-manipulation","1","String-manipulation problems are problems where given a sting / a set of strings, the goal is to compute a string satisfying given constraints (usually resulting from input string(s) by adding, removing or permuting characters)."
"derandomization","1",""
"tlb","1",""
"number-theoretic-transform","1",""
"subgraphs","1",""
"palindrome","1",""
"computer-graphics","1",""
"thomas-write-rule","1",""
"normal-forms-databases","1",""
"iterative-deepening-search","1",""
