tagName,Count,Excerpt
"solicitor","5","While solicitors may refer to any legal practitioner, it has a special meaning in jurisdictions with split legal professions, where solicitors are lawyers who deal exclusively with transactional matters."
"pacer","5","PACER stands for ""Public Access to Court Electronic Records"" and is a service that allows users to access docket and case records from US federal courts."
"unjust-enrichment","5",""
"magna-carta","4",""
"from-the-latin","4","For questions involving legal terminology that derives from Latin"
"taa","4","Texas Apartment Association"
"secession","4",""
"munition","4","For questions about legal regulation of military and war materials."
"prima-facie-speed-limits","4","In some jurisdictions, driving faster than the speed limit is only the prima facie evidence of unreasonable speed, where one could argue in court that the speed was safe."
"acknowledgement","4",""
"non-citizen","4","Non citizen is a concept in Latvian law where a citizen of the former USSR is neither a citizen of Latvia nor of any other country"
"nebraska","4",""
"grand-jury","4",""
"fingerprint","4",""
"adoption","4",""
"child-support","4",""
"alternative-dispute-resolution","4",""
"ccpa","4","The California Consumer Privacy Act is a state statute intended to enhance privacy rights and consumer protection for residents of California, United States."
"legal-theory","4",""
"directive","4","A directive is a binding instruction from one person or body to another.

In the context of the European Union's treaty part six, chapter 2, section 1, article 288, ""A directive shall be binding, as to the result to be achieved, upon each Member State to which it is addressed, but shall leave to the national authorities the choice of form and methods."""
"iowa","4",""
"hearsay","4",""
"warrant","4",""
"child-porn","4",""
"contempt-of-court","4",""
"negotiations","4",""
"insanity","4",""
"judicial-immunity","4","For questions about judicial immunity, an exception to personal liability granted to those involved in judicial process for official actions."
"louisiana","4",""
"moral-duty","4",""
"fair-dealing","4",""
"romania","4",""
"admissibility","4",""
"thailand","4",""
"insider-trading","4",""
"pandemic","3",""
"croatia","3",""
"business-expense","3",""
"morality","3",""
"writ-of-mandamus","3",""
"spousal-immunity","3","For questions about spousal immunity, an exception to liability to some legal obligations on the basis of being in a recognised personal relationship."
"juvenile-law","3",""
"hawaii","3",""
"state-power","3",""
"oklahoma","3","For questions about Oklahoma state law, or pertaining to situations taking place in Oklahoma (a state in the USA)."
"communications-law","3",""
"ex-post-facto","3",""
"watershed","3",""
"anonymization","3",""
"contingency-fee","3",""
"email-marketing","3",""
"blasphemy","3",""
"czech-republic","3","A country in central Europe; population 10,500,000 (estimated 2015); official language, Czech; capital, Prague."
"hungary","3",""
"barter","3","For questions about barter, an economic trade system involving only goods or services and excluding currency."
"prior-art","3",""
"electoral-commission","3",""
"public-relations","3",""
"tcpa","3","The Telephone Consumer Protection Act became a US law in 1991. It regulates telemarketing and robocalling."
"preemption","3",""
"stateless","3","For questions about people without affiliation to any nation, and the legal issues (or lack thereof) involving them."
"united-nations-charter","2",""
"perimeter-search","2",""
"sui-juris","2",""
"donotcall","2",""
"puerto-rico","2",""
"silks","2","Use this for questions that specifically relate to Queen's Counsel, Senior Counsel, or Senior Advocate, a class of experienced and eminent lawyers in various Commonwealth jurisdictions around the world."
"prima-facie","2",""
"lebanon","2","Jurisdiction of Lebanon"
"suggestions","2",""
"full-faith-and-credit","2",""
"iceland","2",""
"azerbaijan","2",""
"choice-of-law","2",""
"mutual-mistake","2","In contract law, a mistake is an erroneous belief, at contracting, that certain facts are true. A mutual mistake occurs when the parties to a contract are both mistaken about the same material fact within their contract. "
"mineral-rights","2",""
"prohibition","2",""
"acquittal","2",""
"motion","2",""
"uk-supreme-court","2",""
"sri-lanka","2",""
"proxy","2",""
"summary-judgment","2",""
"european-court-of-human-rights","2","The European Court of Human Rights (ECHR or ECtHR; French: Cour européenne des droits de l’homme) is a supranational or international court established by the European Convention on Human Rights. The court hears applications alleging that a contracting state has breached one or more of the human rights provisions concerning civil and political rights set out in the Convention and its protocols."
"penalty","2",""
"memorandum-of-undestanding","2",""
"recusal","2",""
"detention","2",""
"legislative-power","2",""
"vatican-city-state","2",""
"textualism","2",""
"hidden","2",""
"equitable-relief","2",""
"vermont","2",""
"taiwan","2",""
"mississippi","2",""
"theft-act","2",""
"saudi-arabia","2","Questions about the laws of the Kingdom of Saudi Arabia."
"eighth-amendment","2","The Eighth Amendment to the U.S. Constitution, which addresses excessive bail and cruel and unusual punishments."
"pakistan","2","For questions specific to the laws of Pakistan."
"government","2",""
"tenth-amendment","2","Tenth amendment to the U.S. Constitution, which reserves unenumerated federal powers for the states or the people."
"internet-scam","2",""
"department-of-justice","2",""
"wrongful-dismissal","2",""
"garnishment","2",""
"epo","2",""
"cftc","2","Regulation by the U.S. Commodity Futures Trading Commission (CFTC)
"
"maine","2",""
"citations","2",""
"force-majeure","2",""
"freedom-of-religion","2",""
"district-of-columbia","2",""
"greece","1","For questions specific to Greece as a whole, or that span multiple administrative divisions."
"campaign","1",""
"asylum","1",""
"servitude","1",""
"ada","1",""
"title","1",""
"miscarrage","1",""
"fsia","1",""
"commodities","1",""
"pct","1",""
"jpo","1",""
"uspto","1",""
"montana","1",""
"north-korea","1",""
"pharmaceutical","1",""
"inquest","1",""
"the-foreign-agents-registration-act","1",""
"lobbying","1",""
"attorney-general","1",""
"predatory-pricing","1",""
"state-rights","1",""
"msa","1","Master Service Agreement (MSA) is a contract that specifies the general terms and conditions, potentially followed by one or more Statement of Work (SoW) exhibits."
"tonga","1","Questions about the laws of the Kingdom of Tonga."
"iraq","1","Questions about the laws of the Republic of Iraq."
"belarus","1","Country in Europe bordering Poland, Russia, Lithuania, Latvia, and Ukraine.  Member state of CIS, EAEU, CSTO, OSCE."
"venezuela","1","Venezuela is a country on the northern coast of South America bordered by Columbia, Brazil and the Caribbean Sea."
"myanmar","1","Myanmar, officially the Republic of the Union of Myanmar, and also known as Burma, is a sovereign state in Southeast Asia bordered by China, Thailand, India, Laos and Bangladesh and the Bay of Bengal."
"distributed-ledger-technology","1","Consensus of replicated, shared, and synchronized digital data geographically spread across multiple sites, countries, or institutions. There is no central administrator or centralized data storage."
"blockchain","1","Blockchain is a type of DLT (Distributed Ledger Technology). "
"smart-contracts","1","A smart contract is a computer protocol intended to digitally facilitate, verify, or enforce the negotiation or performance of a contract. Smart contracts allow the performance of credible transactions without third parties. These transactions are trackable and irreversible. "
"ethereum","1","Ethereum is a type of blockchain. It is an open source, public, blockchain-based distributed computing platform and operating system featuring smart contract functionality."
"bench-trial","1",""
"good-faith","1",""
"public-place","1",""
"dormant-commerce-clause","1",""
"transactional-emails","1",""
"reasonable-doubt","1",""
"duress","1",""
"dhs","1","US Department of Homeland Security"
"oversight","1",""
"third-amendment","1","The Third Amendment to the United States Constitution addresses the quartering of soldiers in private homes."
"seventh-amendment","1","The Seventh Amendment to the U.S. Constitution, which addresses the right to a jury trial."
"admission-of-new-states","1","This tag is for questions about the admission of new states into the United States or into similarly federated unions."
"ohrc","1","The Ontario Human Rights Code, or OHRC, is a quasi-constitutional statute that protects Ontarians from discrimination in certain social areas. It is overseen by the Ontario Human Rights Commission."
"bfoq","1","Bona Fide Occupational Qualification (BFOQ) is a type of affirmative defence an employer can use in a discrimination case in the United States.  (It allows discrimination for factors essential to the performance of a job.)"
"first-impression","1","a tag for drawing parallels between current and past cases to develop ideas about how the court would rule in new areas of law."
"k9","1","K9 (from ""canine"") is a specially-trained police dog; a K9 unit may consist of a police cruiser, two officers and a dog"
"free-law-project","1","The Free Law Project provides free access to primary legal materials, developing legal research tools, and supporting academic research on legal corpora"
"recap","1","RECAP is a browser extension for improving the access to PACER documents."
"un-security-council","1",""
"suppression","1","The act of preventing evidence from being shown in a trial"
